10,10,1,30,0,6,6
10,10,1,30,1,10,10
12,10,1,30,0,9,9
12,10,1,30,1,12,12
14,10,1,30,0,9,9
14,10,1,30,1,17,15
16,10,1,30,0,8,7
16,10,1,30,1,16,15
18,10,1,30,0,8,7
18,10,1,30,1,20,19
20,10,1,30,0,16,14
20,10,1,30,1,23,21
22,10,1,30,0,24,22
22,10,1,30,1,24,22
24,10,1,30,0,26,22
24,10,1,30,1,26,22
26,10,1,30,0,25,23
26,10,1,30,1,25,23
0,10,1.1,30,0,0,0
0,10,1.1,30,1,4,3
2,10,1.1,30,0,0,0
2,10,1.1,30,1,3,3
4,10,1.1,30,0,1,1
4,10,1.1,30,1,2,2
6,10,1.1,30,0,4,4
6,10,1.1,30,1,2,2
8,10,1.1,30,0,1,1
8,10,1.1,30,1,1,1
10,10,1.1,30,0,0,0
10,10,1.1,30,1,0,0
12,10,1.1,30,0,1,1
12,10,1.1,30,1,1,1
14,10,1.1,30,0,2,1
14,10,1.1,30,1,2,1
16,10,1.1,30,0,2,1
16,10,1.1,30,1,1,0
18,10,1.1,30,0,5,3
18,10,1.1,30,1,6,4
20,10,1.1,30,0,2,0
20,10,1.1,30,1,4,2
22,10,1.1,30,0,8,5
22,10,1.1,30,1,20,17
24,10,1.1,30,0,22,19
24,10,1.1,30,1,20,17
26,10,1.1,30,0,22,19
26,10,1.1,30,1,24,21
0,10,1.2,30,0,0,0
0,10,1.2,30,1,NA,NA
